estado;codigo_ibge;municipio;quantidade;fonte/filtro
BA;2918704;Lafaiete Coutinho;105;Ano 2014
BA;2920452;Mansidão;103;Ano 2014
BA;2901502;Anguera;102;Ano 2014
BA;2922755;Nova Ibiá;102;Ano 2014
BA;2913804;Ipecaetá;101;Ano 2014
BA;2914208;Irajuba;101;Ano 2014
BA;2926657;Ribeirão do Largo;99;Ano 2014
BA;2921450;Mirante;99;Ano 2014
BA;2907558;Caturama;99;Ano 2014
BA;2915908;Itanagra;98;Ano 2014
BA;2900504;Érico Cardoso;97;Ano 2014
BA;2900603;Aiquara;96;Ano 2014
BA;2922805;Nova Itarana;90;Ano 2014
BA;2910776;Feira da Mata;87;Ano 2014
BA;2928307;Santanópolis;86;Ano 2014
BA;2919108;Lamarão;86;Ano 2014
BA;2919900;Macururé;85;Ano 2014
BA;2904407;Brejolândia;85;Ano 2014
BA;2908804;Contendas do Sincorá;83;Ano 2014
BA;2924108;Pedrão;79;Ano 2014
BA;2901700;Antônio Cardoso;72;Ano 2014
BA;2911659;Guajeru;71;Ano 2014
BA;2910206;Dom Macedo Costa;70;Ano 2014
BA;2911253;Gavião;62;Ano 2014
BA;2907400;Catolândia;49;Ano 2014
BA;2919009;Lajedinho;36;Ano 2014
BA;2912608;Ibiquera;36;Ano 2014
CE;2304400;Fortaleza;138449;Ano 2014
CE;2307304;Juazeiro do Norte;11328;Ano 2014
CE;2303709;Caucaia;10566;Ano 2014
CE;2307650;Maracanaú;9527;Ano 2014
CE;2312908;Sobral;6967;Ano 2014
CE;2304202;Crato;4118;Ano 2014
CE;2307700;Maranguape;3801;Ano 2014
CE;2304285;Eusébio;3789;Ano 2014
CE;2305506;Iguatu;3651;Ano 2014
CE;2306405;Itapipoca;3067;Ano 2014
CE;2301109;Aracati;2858;Ano 2014
CE;2311306;Quixadá;2773;Ano 2014
CE;2304103;Crateús;2619;Ano 2014
CE;2301000;Aquiraz;2595;Ano 2014
CE;2313401;Tianguá;2547;Ano 2014
CE;2311801;Russas;2413;Ano 2014
CE;2305233;Horizonte;2309;Ano 2014
CE;2311405;Quixeramobim;2294;Ano 2014
CE;2309607;Pacajus;2247;Ano 2014
CE;2303501;Cascavel;2196;Ano 2014
CE;2307601;Limoeiro do Norte;2143;Ano 2014
CE;2302800;Canindé;2026;Ano 2014
CE;2309706;Pacatuba;1952;Ano 2014
CE;2302602;Camocim;1793;Ano 2014
CE;2313302;Tauá;1774;Ano 2014
CE;2312403;São Gonçalo do Amarante;1529;Ano 2014
CE;2301901;Barbalha;1428;Ano 2014
CE;2308708;Morada Nova;1290;Ano 2014
CE;2305407;Icó;1288;Ano 2014
CE;2302206;Beberibe;1285;Ano 2014
CE;2302107;Baturité;1220;Ano 2014
CE;2300200;Acaraú;1205;Ano 2014
CE;2306256;Itaitinga;1153;Ano 2014
CE;2312304;São Benedito;1147;Ano 2014
CE;2306306;Itapagé;1147;Ano 2014
CE;2314102;Viçosa do Ceará;1138;Ano 2014
CE;2306900;Jaguaribe;1043;Ano 2014
CE;2305803;Ipu;1038;Ano 2014
CE;2312205;Santa Quitéria;1037;Ano 2014
CE;2313500;Trairi;1027;Ano 2014
CE;2302404;Boa Viagem;1016;Ano 2014
CE;2302503;Brejo Santo;1003;Ano 2014
CE;2310209;Paracuru;1001;Ano 2014
CE;2305001;Guaraciaba do Norte;958;Ano 2014
CE;2309300;Nova Russas;947;Ano 2014
CE;2307254;Jijoca de Jericoacoara;946;Ano 2014
CE;2300309;Acopiara;901;Ano 2014
CE;2305902;Ipueiras;876;Ano 2014
CE;2310258;Paraipaba;866;Ano 2014
CE;2307007;Jaguaruana;847;Ano 2014
CE;2304707;Granja;838;Ano 2014
CE;2314003;Várzea Alegre;790;Ano 2014
CE;2308500;Mombaça;778;Ano 2014
CE;2313104;Tabuleiro do Norte;773;Ano 2014
CE;2310852;Pindoretama;767;Ano 2014
CE;2306553;Itarema;766;Ano 2014
CE;2310506;Pedra Branca;757;Ano 2014
CE;2313609;Ubajara;754;Ano 2014
CE;2302701;Campos Sales;706;Ano 2014
CE;2310704;Pentecoste;705;Ano 2014
CE;2312700;Senador Pompeu;698;Ano 2014
CE;2304251;Cruz;691;Ano 2014
CE;2305308;Ibiapina;688;Ano 2014
CE;2308104;Mauriti;687;Ano 2014
CE;2301208;Aracoiaba;668;Ano 2014
CE;2311603;Redenção;625;Ano 2014
CE;2307809;Marco;622;Ano 2014
CE;2301950;Barreira;579;Ano 2014
CE;2300754;Amontada;576;Ano 2014
CE;2308005;Massapê;564;Ano 2014
CE;2311504;Quixeré;536;Ano 2014
CE;2309409;Novo Oriente;532;Ano 2014
CE;2305605;Independência;526;Ano 2014
CE;2309508;Orós;519;Ano 2014
CE;2313955;Varjota;511;Ano 2014
CE;2302305;Bela Cruz;495;Ano 2014
CE;2305357;Icapuí;492;Ano 2014
CE;2309458;Ocara;474;Ano 2014
CE;2308401;Missão Velha;472;Ano 2014
CE;2308906;Morrinhos;463;Ano 2014
CE;2313203;Tamboril;459;Ano 2014
CE;2306108;Irauçuba;458;Ano 2014
CE;2310308;Parambu;456;Ano 2014
CE;2307403;Jucás;444;Ano 2014
CE;2304350;Forquilha;442;Ano 2014
CE;2308302;Milagres;435;Ano 2014
CE;2305209;Hidrolândia;425;Ano 2014
CE;2307502;Lavras da Mangabeira;414;Ano 2014
CE;2311702;Reriutaba;411;Ano 2014
CE;2304954;Guaiúba;411;Ano 2014
CE;2313807;Uruburetama;410;Ano 2014
CE;2303956;Chorozinho;406;Ano 2014
CE;2312007;Santana do Acaraú;400;Ano 2014
CE;2301703;Aurora;396;Ano 2014
CE;2307106;Jardim;388;Ano 2014
CE;2304004;Coreaú;386;Ano 2014
CE;2304459;Fortim;385;Ano 2014
CE;2303808;Cedro;382;Ano 2014
CE;2301604;Assaré;368;Ano 2014
CE;2300150;Acarape;356;Ano 2014
CE;2302008;Barro;344;Ano 2014
CE;2309201;Nova Olinda;340;Ano 2014
CE;2306504;Itapiúna;340;Ano 2014
CE;2311264;Quiterianópolis;339;Ano 2014
CE;2308609;Monsenhor Tabosa;330;Ano 2014
CE;2306009;Iracema;327;Ano 2014
CE;2303204;Caririaçu;322;Ano 2014
CE;2303402;Carnaubal;319;Ano 2014
CE;2306702;Jaguaretama;319;Ano 2014
CE;2302909;Capistrano;317;Ano 2014
CE;2301851;Banabuiú;315;Ano 2014
CE;2313005;Solonópole;314;Ano 2014
CE;2300903;Apuiarés;309;Ano 2014
CE;2308203;Meruoca;307;Ano 2014
CE;2304509;Frecheirinha;307;Ano 2014
CE;2313351;Tejuçuoca;306;Ano 2014
CE;2312601;São Luís do Curu;305;Ano 2014
CE;2300705;Alto Santo;305;Ano 2014
CE;2304301;Farias Brito;302;Ano 2014
CE;2304236;Croatá;300;Ano 2014
CE;2307635;Madalena;299;Ano 2014
CE;2304905;Groaíras;299;Ano 2014
CE;2306603;Itatira;292;Ano 2014
CE;2303303;Cariús;289;Ano 2014
CE;2302057;Barroquinha;278;Ano 2014
CE;2301307;Araripe;274;Ano 2014
CE;2306801;Jaguaribara;273;Ano 2014
CE;2309805;Pacoti;270;Ano 2014
CE;2303105;Cariré;270;Ano 2014
CE;2308351;Milhã;269;Ano 2014
CE;2313757;Umirim;268;Ano 2014
CE;2303006;Caridade;259;Ano 2014
CE;2307908;Martinópole;256;Ano 2014
CE;2303907;Chaval;253;Ano 2014
CE;2310902;Piquet Carneiro;242;Ano 2014
CE;2310001;Palhano;240;Ano 2014
CE;2310803;Pereiro;238;Ano 2014
CE;2313559;Tururu;234;Ano 2014
CE;2309003;Mucambo;234;Ano 2014
CE;2312106;Santana do Cariri;233;Ano 2014
CE;2300408;Aiuaba;227;Ano 2014
CE;2306207;Itaiçaba;217;Ano 2014
CE;2305332;Ibicuitinga;217;Ano 2014
CE;2311108;Porteiras;216;Ano 2014
CE;2311355;Quixelô;215;Ano 2014
CE;2309102;Mulungu;214;Ano 2014
CE;2310407;Paramoti;213;Ano 2014
CE;2313906;Uruoca;213;Ano 2014
CE;2303600;Catarina;210;Ano 2014
CE;2305100;Guaramiranga;210;Ano 2014
CE;2311959;Salitre;193;Ano 2014
CE;2311009;Poranga;192;Ano 2014
CE;2311900;Saboeiro;190;Ano 2014
CE;2305704;Ipaumirim;190;Ano 2014
CE;2305654;Ipaporanga;188;Ano 2014
CE;2310100;Palmácia;186;Ano 2014
CE;2301257;Ararendá;181;Ano 2014
CE;2301406;Aratuba;175;Ano 2014
CE;2311207;Potengi;171;Ano 2014
CE;2303659;Catunda;168;Ano 2014
CE;2304657;Graça;167;Ano 2014
CE;2310605;Penaforte;165;Ano 2014
CE;2300507;Alcântaras;164;Ano 2014
CE;2309904;Pacujá;149;Ano 2014
CE;2300804;Antonina do Norte;147;Ano 2014
CE;2304269;Deputado Irapuan Pinheiro;143;Ano 2014
CE;2305266;Ibaretama;139;Ano 2014
CE;2300606;Altaneira;133;Ano 2014
CE;2303931;Choró;128;Ano 2014
CE;2301505;Arneiroz;124;Ano 2014
CE;2312809;Senador Sá;120;Ano 2014
CE;2300101;Abaiara;118;Ano 2014
CE;2312502;São João do Jaguaribe;118;Ano 2014
CE;2308377;Miraíma;116;Ano 2014
CE;2304608;General Sampaio;110;Ano 2014
CE;2304277;Ererê;109;Ano 2014
CE;2310951;Pires Ferreira;109;Ano 2014
CE;2308807;Moraújo;107;Ano 2014
CE;2307205;Jati;90;Ano 2014
CE;2311231;Potiretama;89;Ano 2014
CE;2313708;Umari;87;Ano 2014
CE;2313252;Tarrafas;83;Ano 2014
CE;2301802;Baixio;78;Ano 2014
CE;2304806;Granjeiro;43;Ano 2014
DF;5300108;Brasília;184110;Ano 2014
ES;3205200;Vila Velha;32596;Ano 2014
ES;3205002;Serra;30948;Ano 2014
ES;3205309;Vitória;27780;Ano 2014
ES;3201308;Cariacica;20174;Ano 2014
ES;3201209;Cachoeiro de Itapemirim;10048;Ano 2014
ES;3203205;Linhares;8940;Ano 2014
ES;3201506;Colatina;8263;Ano 2014
ES;3202405;Guarapari;7976;Ano 2014
ES;3204906;São Mateus;6381;Ano 2014
ES;3200607;Aracruz;4766;Ano 2014
ES;3205101;Viana;3569;Ano 2014
ES;3203908;Nova Venécia;2475;Ano 2014
ES;3200904;Barra de São Francisco;2227;Ano 2014
ES;3203320;Marataízes;2140;Ano 2014
ES;3201407;Castelo;1860;Ano 2014
ES;3204203;Piúma;1754;Ano 2014
ES;3202306;Guaçuí;1743;Ano 2014
ES;3200409;Anchieta;1715;Ano 2014
ES;3204708;São Gabriel da Palha;1695;Ano 2014
ES;3202801;Itapemirim;1654;Ano 2014
ES;3204559;Santa Maria de Jetibá;1549;Ano 2014
ES;3200805;Baixo Guandu;1542;Ano 2014
ES;3201902;Domingos Martins;1537;Ano 2014
ES;3202207;Fundão;1531;Ano 2014
ES;3200201;Alegre;1523;Ano 2014
ES;3203403;Mimoso do Sul;1336;Ano 2014
ES;3201605;Conceição da Barra;1333;Ano 2014
ES;3205069;Venda Nova do Imigrante;1331;Ano 2014
ES;3203007;Iúna;1312;Ano 2014
ES;3204104;Pinheiros;1275;Ano 2014
ES;3200102;Afonso Cláudio;1171;Ano 2014
ES;3202454;Ibatiba;1170;Ano 2014
ES;3200300;Alfredo Chaves;1130;Ano 2014
ES;3203056;Jaguaré;1122;Ano 2014
ES;3204609;Santa Teresa;1122;Ano 2014
ES;3204054;Pedro Canário;1073;Ano 2014
ES;3205036;Vargem Alta;1023;Ano 2014
ES;3202108;Ecoporanga;1010;Ano 2014
ES;3203502;Montanha;919;Ano 2014
ES;3205010;Sooretama;915;Ano 2014
ES;3203130;João Neiva;827;Ano 2014
ES;3203346;Marechal Floriano;780;Ano 2014
ES;3202603;Iconha;775;Ano 2014
ES;3204005;Pancas;750;Ano 2014
ES;3201001;Boa Esperança;718;Ano 2014
ES;3203700;Muniz Freire;704;Ano 2014
ES;3202504;Ibiraçu;703;Ano 2014
ES;3204351;Rio Bananal;696;Ano 2014
ES;3203809;Muqui;595;Ano 2014
ES;3200706;Atilio Vivacqua;587;Ano 2014
ES;3203106;Jerônimo Monteiro;584;Ano 2014
ES;3203353;Marilândia;580;Ano 2014
ES;3201704;Conceição do Castelo;553;Ano 2014
ES;3202702;Itaguaçu;535;Ano 2014
ES;3201100;Bom Jesus do Norte;519;Ano 2014
ES;3202652;Irupi;488;Ano 2014
ES;3204401;Rio Novo do Sul;487;Ano 2014
ES;3203304;Mantenópolis;476;Ano 2014
ES;3204302;Presidente Kennedy;463;Ano 2014
ES;3204807;São José do Calçado;462;Ano 2014
ES;3200169;Água Doce do Norte;461;Ano 2014
ES;3204955;São Roque do Canaã;461;Ano 2014
ES;3205176;Vila Valério;460;Ano 2014
ES;3204658;São Domingos do Norte;412;Ano 2014
ES;3205150;Vila Pavão;405;Ano 2014
ES;3202900;Itarana;403;Ano 2014
ES;3200359;Alto Rio Novo;370;Ano 2014
ES;3203163;Laranja da Terra;363;Ano 2014
ES;3204252;Ponto Belo;356;Ano 2014
ES;3204500;Santa Leopoldina;354;Ano 2014
ES;3201159;Brejetuba;347;Ano 2014
ES;3202256;Governador Lindenberg;343;Ano 2014
ES;3200136;Águia Branca;337;Ano 2014
ES;3202009;Dores do Rio Preto;336;Ano 2014
ES;3200508;Apiacá;318;Ano 2014
ES;3202553;Ibitirama;318;Ano 2014
ES;3203601;Mucurici;290;Ano 2014
ES;3201803;Divino de São Lourenço;184;Ano 2014
GO;5208707;Goiânia;109381;Ano 2014
GO;5201405;Aparecida de Goiânia;23971;Ano 2014
GO;5201108;Anápolis;20987;Ano 2014
GO;5218805;Rio Verde;10669;Ano 2014
GO;5212501;Luziânia;7931;Ano 2014
GO;5221858;Valparaíso de Goiás;6760;Ano 2014
GO;5211503;Itumbiara;6475;Ano 2014
GO;5205109;Catalão;6226;Ano 2014
GO;5204508;Caldas Novas;6225;Ano 2014
GO;5200258;Águas Lindas de Goiás;5768;Ano 2014
GO;5208004;Formosa;5664;Ano 2014
GO;5211909;Jataí;5461;Ano 2014
GO;5220454;Senador Canedo;4909;Ano 2014
GO;5221403;Trindade;4496;Ano 2014
GO;5217609;Planaltina;4344;Ano 2014
GO;5213103;Mineiros;3890;Ano 2014
GO;5215231;Novo Gama;3067;Ano 2014
GO;5208608;Goianésia;2994;Ano 2014
GO;5210000;Inhumas;2990;Ano 2014
GO;5205497;Cidade Ocidental;2635;Ano 2014
GO;5211800;Jaraguá;2528;Ano 2014
GO;5206206;Cristalina;2301;Ano 2014
GO;5213806;Morrinhos;2267;Ano 2014
GO;5208806;Goianira;2178;Ano 2014
GO;5218508;Quirinópolis;2176;Ano 2014
GO;5219753;Santo Antônio do Descoberto;2087;Ano 2014
GO;5210406;Itaberaí;2024;Ano 2014
GO;5218003;Porangatu;2006;Ano 2014
GO;5219308;Santa Helena de Goiás;2003;Ano 2014
GO;5221601;Uruaçu;1992;Ano 2014
GO;5210208;Iporá;1991;Ano 2014
GO;5220108;São Luís de Montes Belos;1972;Ano 2014
GO;5209101;Goiatuba;1814;Ano 2014
GO;5217401;Pires do Rio;1707;Ano 2014
GO;5214606;Niquelândia;1587;Ano 2014
GO;5214507;Nerópolis;1566;Ano 2014
GO;5217302;Pirenópolis;1486;Ano 2014
GO;5218300;Posse;1403;Ano 2014
GO;5210109;Ipameri;1369;Ano 2014
GO;5205406;Ceres;1365;Ano 2014
GO;5215603;Padre Bernardo;1310;Ano 2014
GO;5212204;Jussara;1283;Ano 2014
GO;5211206;Itapuranga;1282;Ano 2014
GO;5213087;Minaçu;1278;Ano 2014
GO;5200308;Alexânia;1261;Ano 2014
GO;5215702;Palmeiras de Goiás;1235;Ano 2014
GO;5203302;Bela Vista de Goiás;1179;Ano 2014
GO;5204904;Campos Belos;1138;Ano 2014
GO;5217104;Piracanjuba;1125;Ano 2014
GO;5220405;São Simão;1072;Ano 2014
GO;5219738;Santo Antônio de Goiás;1007;Ano 2014
GO;5209705;Hidrolândia;1004;Ano 2014
GO;5201306;Anicuns;1002;Ano 2014
GO;5217708;Pontalina;989;Ano 2014
GO;5203500;Bom Jesus de Goiás;949;Ano 2014
GO;5208905;Goiás;946;Ano 2014
GO;5200134;Acreúna;919;Ano 2014
GO;5218904;Rubiataba;902;Ano 2014
GO;5220207;São Miguel do Araguaia;889;Ano 2014
GO;5210901;Itapaci;877;Ano 2014
GO;5200605;Alto Paraíso de Goiás;814;Ano 2014
GO;5216403;Paraúna;813;Ano 2014
GO;5209952;Indiara;761;Ano 2014
GO;5220603;Silvânia;744;Ano 2014
GO;5205471;Chapadão do Céu;719;Ano 2014
GO;5201702;Aragarças;718;Ano 2014
GO;5204300;Caçu;700;Ano 2014
GO;5206404;Crixás;686;Ano 2014
GO;5212808;Mara Rosa;674;Ano 2014
GO;5214002;Mozarlândia;667;Ano 2014
GO;5204409;Caiapônia;658;Ano 2014
GO;5200100;Abadiânia;642;Ano 2014
GO;5207808;Firminópolis;627;Ano 2014
GO;5205513;Cocalzinho de Goiás;612;Ano 2014
GO;5218607;Rialma;607;Ano 2014
GO;5213756;Montividiu;580;Ano 2014
GO;5222005;Vianópolis;580;Ano 2014
GO;5204706;Campinorte;571;Ano 2014
GO;5200050;Abadia de Goiás;544;Ano 2014
GO;5207402;Edéia;530;Ano 2014
GO;5209200;Guapó;519;Ano 2014
GO;5215306;Orizona;517;Ano 2014
GO;5208400;Goianápolis;512;Ano 2014
GO;5217203;Piranhas;477;Ano 2014
GO;5219100;Santa Bárbara de Goiás;476;Ano 2014
GO;5214838;Nova Crixás;468;Ano 2014
GO;5215009;Nova Veneza;468;Ano 2014
GO;5200555;Alto Horizonte;455;Ano 2014
GO;5203906;Buriti Alegre;442;Ano 2014
GO;5213707;Montes Claros de Goiás;437;Ano 2014
GO;5213004;Maurilândia;433;Ano 2014
GO;5203559;Bonfinópolis;429;Ano 2014
GO;5203203;Barro Alto;427;Ano 2014
GO;5214408;Nazário;424;Ano 2014
GO;5205901;Corumbaíba;419;Ano 2014
GO;5220009;São João D'aliança;419;Ano 2014
GO;5219001;Sanclerlândia;418;Ano 2014
GO;5219704;Santa Terezinha de Goiás;410;Ano 2014
GO;5221700;Uruana;407;Ano 2014
GO;5219407;Santa Rita do Araguaia;405;Ano 2014
GO;5211404;Itauçu;402;Ano 2014
GO;5216809;Petrolina de Goiás;394;Ano 2014
GO;5216304;Paranaiguara;392;Ano 2014
GO;5201801;Aragoiânia;387;Ano 2014
GO;5204102;Cachoeira Alta;385;Ano 2014
GO;5202502;Aruanã;374;Ano 2014
GO;5205307;Cavalcante;372;Ano 2014
GO;5221197;Terezópolis de Goiás;363;Ano 2014
GO;5204805;Campo Alegre de Goiás;357;Ano 2014
GO;5204250;Cachoeira Dourada;342;Ano 2014
GO;5205455;Cezarina;331;Ano 2014
GO;5203401;Bom Jardim de Goiás;330;Ano 2014
GO;5210562;Itaguari;327;Ano 2014
GO;5200803;Alvorada do Norte;326;Ano 2014
GO;5209903;Iaciara;319;Ano 2014
GO;5222054;Vicentinópolis;317;Ano 2014
GO;5206305;Cristianópolis;314;Ano 2014
GO;5205802;Corumbá de Goiás;313;Ano 2014
GO;5202155;Araguapaz;306;Ano 2014
GO;5215504;Ouvidor;304;Ano 2014
GO;5218789;Rio Quente;302;Ano 2014
GO;5211305;Itarumã;297;Ano 2014
GO;5212709;Mambaí;296;Ano 2014
GO;5219902;São Francisco de Goiás;295;Ano 2014
GO;5221502;Turvânia;291;Ano 2014
GO;5205000;Carmo do Rio Verde;284;Ano 2014
GO;5204003;Cabeceiras;283;Ano 2014
GO;5209937;Inaciolândia;283;Ano 2014
GO;5210802;Itajá;281;Ano 2014
GO;5212105;Joviânia;277;Ano 2014
GO;5219803;São Domingos;274;Ano 2014
GO;5221007;Taquaral de Goiás;270;Ano 2014
GO;5211701;Jandaia;268;Ano 2014
GO;5207535;Faina;263;Ano 2014
GO;5203807;Britânia;261;Ano 2014
GO;5207600;Fazenda Nova;259;Ano 2014
GO;5208509;Goiandira;257;Ano 2014
GO;5220504;Serranópolis;250;Ano 2014
GO;5214861;Nova Glória;246;Ano 2014
GO;5211008;Itapirapuã;245;Ano 2014
GO;5204854;Campo Limpo de Goiás;229;Ano 2014
GO;5207253;Doverlândia;227;Ano 2014
GO;5220686;Simolândia;226;Ano 2014
GO;5221304;Três Ranchos;226;Ano 2014
GO;5214051;Mundo Novo;218;Ano 2014
GO;5210604;Itaguaru;215;Ano 2014
GO;5204953;Campos Verdes;214;Ano 2014
GO;5212303;Leopoldo de Bulhões;213;Ano 2014
GO;5200852;Americano do Brasil;210;Ano 2014
GO;5205208;Caturaí;206;Ano 2014
GO;5220157;São Luíz do Norte;206;Ano 2014
GO;5206503;Cromínia;203;Ano 2014
GO;5208103;Formoso;200;Ano 2014
GO;5221551;Turvelândia;196;Ano 2014
GO;5218706;Rianápolis;194;Ano 2014
GO;5218052;Porteirão;192;Ano 2014
GO;5207501;Estrela do Norte;192;Ano 2014
GO;5203609;Brazabrantes;192;Ano 2014
GO;5219258;Santa Fé de Goiás;186;Ano 2014
GO;5201504;Aporé;186;Ano 2014
GO;5213905;Mossâmedes;183;Ano 2014
GO;5209150;Gouvelândia;182;Ano 2014
GO;5207352;Edealina;178;Ano 2014
GO;5206800;Damolândia;177;Ano 2014
GO;5219712;Santo Antônio da Barra;176;Ano 2014
GO;5220264;São Miguel do Passa Quatro;173;Ano 2014
GO;5207907;Flores de Goiás;171;Ano 2014
GO;5213509;Monte Alegre de Goiás;170;Ano 2014
GO;5218102;Portelândia;166;Ano 2014
GO;5201603;Araçu;158;Ano 2014
GO;5214879;Nova Iguaçu de Goiás;157;Ano 2014
GO;5205059;Castelândia;153;Ano 2014
GO;5215801;Palmelo;151;Ano 2014
GO;5208301;Divinópolis de Goiás;149;Ano 2014
GO;5216452;Perolândia;147;Ano 2014
GO;5203575;Bonópolis;146;Ano 2014
GO;5215207;Novo Brasil;143;Ano 2014
GO;5204557;Caldazinha;141;Ano 2014
GO;5204607;Campestre de Goiás;141;Ano 2014
GO;5201454;Aparecida do Rio Doce;139;Ano 2014
GO;5222302;Vila Propício;138;Ano 2014
GO;5212956;Matrinchã;137;Ano 2014
GO;5219605;Santa Tereza de Goiás;132;Ano 2014
GO;5218391;Professor Jamil;132;Ano 2014
GO;5221908;Varjão;129;Ano 2014
GO;5215256;Novo Planalto;129;Ano 2014
GO;5209804;Hidrolina;128;Ano 2014
GO;5215900;Palminópolis;125;Ano 2014
GO;5212006;Jaupaci;124;Ano 2014
GO;5214101;Mutunópolis;116;Ano 2014
GO;5221809;Urutaí;116;Ano 2014
GO;5215405;Ouro Verde de Goiás;113;Ano 2014
GO;5222203;Vila Boa;111;Ano 2014
GO;5219506;Santa Rosa de Goiás;110;Ano 2014
GO;5202353;Arenópolis;109;Ano 2014
GO;5221577;Uirapuru;108;Ano 2014
GO;5221080;Teresina de Goiás;107;Ano 2014
GO;5219456;Santa Rita do Novo Destino;106;Ano 2014
GO;5204656;Campinaçu;106;Ano 2014
GO;5212055;Jesúpolis;106;Ano 2014
GO;5209606;Heitoraí;105;Ano 2014
GO;5210307;Israelândia;105;Ano 2014
GO;5200175;Água Fria de Goiás;105;Ano 2014
GO;5200159;Adelândia;104;Ano 2014
GO;5202601;Aurilândia;103;Ano 2014
GO;5212600;Mairipotaba;101;Ano 2014
GO;5216007;Panamá;101;Ano 2014
GO;5212907;Marzagão;99;Ano 2014
GO;5205521;Colinas do Sul;98;Ano 2014
GO;5200829;Amaralina;97;Ano 2014
GO;5212253;Lagoa Santa;97;Ano 2014
GO;5202809;Avelinópolis;96;Ano 2014
GO;5205703;Córrego do Ouro;96;Ano 2014
GO;5203939;Buriti de Goiás;95;Ano 2014
GO;5208152;Gameleira de Goiás;95;Ano 2014
GO;5213772;Montividiu do Norte;89;Ano 2014
GO;5214804;Nova Aurora;88;Ano 2014
GO;5206701;Damianópolis;83;Ano 2014
GO;5200506;Aloândia;81;Ano 2014
GO;5220058;São João da Paraúna;80;Ano 2014
GO;5219209;Santa Cruz de Goiás;80;Ano 2014
GO;5206602;Cumari;79;Ano 2014
GO;5216908;Pilar de Goiás;79;Ano 2014
GO;5221452;Trombas;78;Ano 2014
GO;5211602;Ivolândia;78;Ano 2014
GO;5214903;Nova Roma;77;Ano 2014
GO;5219357;Santa Isabel;74;Ano 2014
GO;5200209;Água Limpa;72;Ano 2014
GO;5213400;Moiporá;69;Ano 2014
GO;5210158;Ipiranga de Goiás;68;Ano 2014
GO;5215652;Palestina de Goiás;67;Ano 2014
GO;5209457;Guarinos;66;Ano 2014
GO;5207105;Diorama;65;Ano 2014
GO;5200902;Amorinópolis;64;Ano 2014
GO;5220280;São Patrício;59;Ano 2014
GO;5209408;Guarani de Goiás;59;Ano 2014
GO;5203962;Buritinópolis;58;Ano 2014
GO;5214705;Nova América;56;Ano 2014
GO;5209291;Guaraíta;55;Ano 2014
GO;5206909;Davinópolis;53;Ano 2014
GO;5203104;Baliza;52;Ano 2014
GO;5213053;Mimoso de Goiás;52;Ano 2014
GO;5213855;Morro Agudo de Goiás;50;Ano 2014
GO;5220702;Sítio D'abadia;42;Ano 2014
GO;5204201;Cachoeira de Goiás;42;Ano 2014
GO;5201207;Anhanguera;30;Ano 2014
MA;2111300;São Luís;45056;Ano 2014
MA;2105302;Imperatriz;12881;Ano 2014
MA;2111201;São José de Ribamar;5306;Ano 2014
MA;2101400;Balsas;3933;Ano 2014
MA;2112209;Timon;3690;Ano 2014
MA;2100055;Açailândia;3381;Ano 2014
MA;2103000;Caxias;3334;Ano 2014
MA;2107506;Paço do Lumiar;3067;Ano 2014
MA;2101202;Bacabal;2914;Ano 2014
MA;2109908;Santa Inês;2707;Ano 2014
MA;2104800;Grajaú;1583;Ano 2014
MA;2108603;Pinheiro;1509;Ano 2014
MA;2103307;Codó;1464;Ano 2014
MA;2101608;Barra do Corda;1362;Ano 2014
MA;2109106;Presidente Dutra;1298;Ano 2014
MA;2101707;Barreirinhas;1225;Ano 2014
MA;2108207;Pedreiras;1197;Ano 2014
MA;2103208;Chapadinha;1173;Ano 2014
MA;2104057;Estreito;1129;Ano 2014
MA;2105401;Itapecuru Mirim;1111;Ano 2014
MA;2103604;Coroatá;915;Ano 2014
MA;2105708;Lago da Pedra;905;Ano 2014
MA;2109007;Porto Franco;784;Ano 2014
MA;2110005;Santa Luzia;780;Ano 2014
MA;2112803;Viana;760;Ano 2014
MA;2103406;Coelho Neto;758;Ano 2014
MA;2102325;Buriticupu;718;Ano 2014
MA;2112506;Tutóia;706;Ano 2014
MA;2102804;Carolina;669;Ano 2014
MA;2109452;Raposa;609;Ano 2014
MA;2114007;Zé Doca;603;Ano 2014
MA;2110203;Santa Rita;603;Ano 2014
MA;2111102;São João dos Patos;602;Ano 2014
MA;2109601;Rosário;599;Ano 2014
MA;2111508;São Mateus do Maranhão;580;Ano 2014
MA;2103802;Dom Pedro;546;Ano 2014
MA;2110500;São Bento;537;Ano 2014
MA;2103505;Colinas;509;Ano 2014
MA;2105427;Itinga do Maranhão;489;Ano 2014
MA;2112902;Vitória do Mearim;465;Ano 2014
MA;2101004;Arari;462;Ano 2014
MA;2102903;Carutapera;457;Ano 2014
MA;2112308;Tuntum;423;Ano 2014
MA;2100907;Araioses;418;Ano 2014
MA;2105500;João Lisboa;417;Ano 2014
MA;2102101;Brejo;413;Ano 2014
MA;2110039;Santa Luzia do Paruá;400;Ano 2014
MA;2112233;Trizidela do Vale;398;Ano 2014
MA;2109809;Santa Helena;397;Ano 2014
MA;2110609;São Bernardo;395;Ano 2014
MA;2110708;São Domingos do Maranhão;389;Ano 2014
MA;2113009;Vitorino Freire;383;Ano 2014
MA;2112704;Vargem Grande;359;Ano 2014
MA;2106755;Miranda do Norte;351;Ano 2014
